,idcliente,genero,aposentado,casado,dependentes,mesescomocliente,servicotelefone,multiplaslinhas,servicointernet,servicosegurancaonline,servicobackuponline,protecaoequipamento,servicosuportetecnico,servicostreamingtv,servicofilmes,tipocontrato,faturadigital,formapagamento,valormensal,totalgasto,churn
1907,2739-CCZMB,Masculino,0,Nao,Sim,5,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,CartaoCredito,20.35,122.0,Nao
1908,9943-VSZUV,Masculino,1,Nao,Nao,67,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,75.7,5060.85,Nao
1909,4549-ZDQYY,Feminino,0,Nao,Nao,52,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Nao,Anual,Nao,CartaoCredito,57.95,3042.25,Nao
1910,9885-AIBVB,Masculino,0,Sim,Nao,29,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,85.8,2440.25,Nao
1911,2262-SLNVK,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,70.1,70.1,Nao
1912,9408-SSNVZ,Feminino,0,Nao,Nao,4,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.15,268.35,Sim
1913,0383-CLDDA,Feminino,0,Nao,Nao,69,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,85.35,5897.4,Nao
1914,6537-QLGEX,Feminino,0,Nao,Nao,16,Nao,SemTelefone,DSL,Sim,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,38.9,664.4,Nao
1915,2371-JQHZZ,Masculino,0,Sim,Nao,24,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,93.0,2248.05,Nao
1916,9919-YLNNG,Feminino,0,Nao,Nao,42,Sim,Nao,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,DebitoAutomatico,103.8,4327.5,Nao
1917,5073-WXOYN,Feminino,0,Nao,Nao,60,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,50.8,3027.4,Sim
1918,2754-VDLTR,Masculino,0,Nao,Sim,10,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,BoletoEletronico,95.2,930.4,Sim
1919,5778-BVOFB,Feminino,0,Nao,Nao,9,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Sim,Nao,Mensal,Sim,DebitoAutomatico,59.5,530.05,Nao
1920,6614-VBEGU,Feminino,0,Sim,Nao,24,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,69.45,1614.05,Nao
1921,7542-CYDDM,Masculino,0,Nao,Nao,18,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.05,358.5,Nao
1922,1352-HNSAW,Feminino,0,Sim,Sim,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,115.6,8220.4,Nao
1923,0744-GKNGE,Feminino,0,Sim,Sim,64,Sim,Sim,Fibra,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,DebitoAutomatico,86.8,5327.25,Nao
1924,9101-NTIXF,Masculino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.4,50.6,Nao
1925,6258-PVZWJ,Masculino,0,Sim,Nao,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,90.8,6302.85,Nao
1926,7181-BQYBV,Feminino,0,Sim,Sim,1,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,102.45,102.45,Sim
1927,1074-WVEVG,Feminino,0,Sim,Nao,59,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,20.35,1267.0,Nao
1928,1357-BIJKI,Masculino,0,Sim,Nao,50,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,98.25,4858.7,Nao
1929,7602-MVRMB,Feminino,0,Sim,Sim,72,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,110.45,8058.85,Nao
1930,2972-YDYUW,Feminino,0,Nao,Nao,57,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Nao,Sim,Anual,Nao,BoletoEletronico,94.7,5468.95,Nao
1931,1763-KUAAW,Feminino,1,Nao,Nao,18,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,DebitoAutomatico,20.35,369.6,Nao
1932,8894-JVDCV,Feminino,0,Nao,Nao,62,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCredito,115.05,7133.45,Nao
1933,5474-LAMUQ,Masculino,0,Sim,Nao,24,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,20.1,533.9,Nao
1934,0117-LFRMW,Masculino,0,Sim,Sim,37,Nao,SemTelefone,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,40.2,1448.8,Sim
1935,4439-JMPMT,Feminino,0,Sim,Sim,5,Sim,Nao,Fibra,Nao,Nao,Nao,Sim,Sim,Nao,Mensal,Sim,BoletoEletronico,85.75,470.95,Sim
1936,9576-ANLXO,Feminino,0,Nao,Nao,3,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,69.55,222.3,Sim
1937,3014-WJKSM,Masculino,0,Sim,Nao,29,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,75.3,2263.4,Nao
1938,4926-UMJZD,Feminino,0,Sim,Nao,31,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoImpresso,49.2,1498.55,Nao
1939,6527-PZFPV,Masculino,0,Sim,Sim,24,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,CartaoCredito,20.8,469.65,Nao
1940,7401-RUBNK,Feminino,0,Sim,Nao,18,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,74.8,1438.05,Nao
1941,4558-FANTW,Feminino,0,Sim,Sim,17,Sim,Nao,Fibra,Sim,Nao,Nao,Sim,Sim,Nao,Mensal,Nao,BoletoEletronico,91.85,1574.45,Sim
1942,8990-YOZLV,Feminino,0,Nao,Nao,69,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,2 anos,Sim,BoletoImpresso,66.9,4577.9,Nao
1943,7560-QRBXH,Feminino,0,Nao,Sim,48,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.95,936.7,Nao
1944,0040-HALCW,Masculino,0,Sim,Sim,54,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,20.4,1090.6,Nao
1945,2971-SGAFL,Feminino,0,Nao,Nao,13,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,78.75,995.35,Nao
1946,1845-CSBRZ,Feminino,1,Sim,Sim,22,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,DebitoAutomatico,85.35,1961.6,Nao
1947,4819-HJPIW,Masculino,0,Nao,Nao,18,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,25.15,476.8,Nao
1948,0577-WHMEV,Feminino,0,Sim,Nao,16,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,90.7,1374.9,Nao
1949,7563-BIUPC,Masculino,0,Nao,Nao,5,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,80.6,415.55,Sim
1950,9504-YAZWB,Feminino,0,Nao,Nao,53,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.25,1048.45,Nao
1951,6896-SRVYQ,Masculino,1,Nao,Nao,44,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,73.85,3122.4,Nao
1952,8761-NSOBC,Masculino,0,Nao,Nao,44,Sim,Nao,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Mensal,Nao,BoletoEletronico,100.55,4398.15,Sim
1953,4701-LKOZD,Feminino,0,Nao,Nao,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,89.75,6367.2,Nao
1954,4587-VVTOX,Feminino,0,Sim,Nao,6,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,105.3,545.2,Sim
1955,0983-TATYJ,Feminino,0,Sim,Nao,33,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Anual,Sim,BoletoImpresso,51.45,1758.9,Nao
1956,8084-OIVBS,Feminino,0,Nao,Nao,11,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,20.0,211.95,Nao
1957,0402-OAMEN,Feminino,0,Sim,Sim,72,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,24.45,1709.1,Nao
1958,7363-QTBIW,Feminino,0,Sim,Nao,9,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,79.75,769.1,Nao
1959,0230-UBYPQ,Masculino,1,Sim,Nao,63,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Anual,Nao,DebitoAutomatico,36.1,2298.9,Nao
1960,5808-TOTXO,Feminino,0,Nao,Sim,3,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,CartaoCredito,20.55,57.4,Nao
1961,3186-AJIEK,Masculino,0,Nao,Nao,66,Sim,Nao,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,105.65,6844.5,Nao
1962,8404-VIOMB,Feminino,0,Nao,Nao,66,Nao,SemTelefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,62.5,4136.4,Nao
1963,8040-MNRTF,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,71.1,71.1,Nao
1964,8294-UIMBA,Feminino,0,Nao,Nao,30,Sim,Nao,Fibra,Nao,Nao,Nao,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,94.4,2638.1,Nao
1965,9506-UXUSK,Masculino,0,Nao,Nao,13,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.15,931.75,Nao
1966,9488-FVZCC,Feminino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,2 anos,Sim,DebitoAutomatico,79.5,5661.7,Nao
1967,9415-TPKRV,Feminino,0,Sim,Sim,8,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,55.75,446.8,Nao
1968,3325-FUYCG,Masculino,0,Sim,Sim,28,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Anual,Nao,BoletoEletronico,106.1,2847.4,Sim
1969,5055-MGMGF,Feminino,0,Sim,Nao,65,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,105.05,6914.95,Nao
1970,5701-YVSVF,Feminino,1,Sim,Nao,11,Sim,Nao,Fibra,Nao,Nao,Nao,Sim,Sim,Nao,Mensal,Sim,BoletoEletronico,82.9,880.05,Nao
1971,1439-LCGVL,Feminino,0,Sim,Nao,26,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.2,459.6,Nao
1972,9693-XMUOB,Masculino,1,Sim,Nao,59,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,50.25,2997.45,Nao
1973,2626-VEEWG,Masculino,0,Sim,Sim,67,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,19.4,1284.2,Nao
1974,1591-XWLGB,Feminino,0,Sim,Nao,71,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.85,1379.6,Nao
1975,0533-UCAAU,Masculino,1,Sim,Nao,57,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Nao,Anual,Sim,CartaoCredito,71.1,4140.1,Nao
1976,7110-BDTWG,Feminino,0,Sim,Nao,71,Nao,SemTelefone,DSL,Nao,Nao,Sim,Sim,Nao,Sim,2 anos,Sim,BoletoEletronico,47.05,3263.6,Nao
1977,7493-GVFIO,Masculino,0,Nao,Nao,57,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,20.55,1252.85,Nao
1978,9838-BFCQT,Masculino,0,Sim,Sim,72,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,26.1,1851.45,Nao
1979,1746-TGTWV,Masculino,0,Sim,Nao,1,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,CartaoCredito,75.35,75.35,Nao
1980,5937-EORGB,Masculino,1,Sim,Nao,15,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,96.5,1392.25,Nao
1981,0793-TWELN,Feminino,0,Nao,Nao,4,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,80.15,319.85,Nao
1982,6243-OZGFH,Feminino,0,Nao,Nao,23,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,44.95,996.85,Nao
1983,4119-ZYPZY,Masculino,1,Nao,Nao,71,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,106.8,7623.2,Nao
1984,7925-PNRGI,Feminino,0,Sim,Sim,45,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Mensal,Nao,BoletoImpresso,81.3,3541.1,Nao
1985,5966-EMAZU,Masculino,0,Sim,Nao,64,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Sim,BoletoImpresso,108.5,6880.85,Nao
1986,9504-DSHWM,Masculino,0,Nao,Nao,20,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,DebitoAutomatico,59.2,1191.2,Nao
1987,3814-MLAXC,Feminino,0,Nao,Nao,31,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,CartaoCredito,79.85,2404.15,Sim
1988,5150-ITWWB,Masculino,1,Nao,Nao,3,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,94.85,335.75,Nao
1989,4092-OFQZS,Masculino,0,Sim,Nao,20,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,20.65,417.5,Nao
1990,1573-LGXBA,Masculino,0,Sim,Sim,57,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,CartaoCredito,97.55,5598.0,Nao
1991,5233-GEEAX,Masculino,1,Nao,Nao,8,Nao,SemTelefone,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,29.4,221.9,Sim
1992,2650-GYRYL,Masculino,0,Sim,Sim,33,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,DebitoAutomatico,19.45,600.25,Nao
1993,5010-IPEAQ,Feminino,0,Sim,Sim,67,Nao,SemTelefone,DSL,Sim,Sim,Sim,Sim,Sim,Nao,2 anos,Nao,CartaoCredito,54.2,3623.95,Nao
1994,5494-WOZRZ,Feminino,0,Sim,Sim,71,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,82.0,5999.85,Nao
1995,3863-QSTYI,Masculino,0,Nao,Nao,59,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Nao,Mensal,Sim,BoletoEletronico,64.65,3735.45,Nao
1996,0673-IGUQO,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.45,20.45,Nao
1997,3585-YNADK,Feminino,0,Sim,Nao,57,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Nao,Anual,Nao,DebitoAutomatico,74.6,4368.95,Nao
1998,3891-PUQOD,Feminino,0,Nao,Sim,1,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Nao,BoletoEletronico,59.2,59.2,Sim
1999,4445-ZJNMU,Masculino,0,Nao,Nao,9,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,99.3,918.75,Nao
2000,5712-VBOXD,Feminino,0,Nao,Nao,4,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,CartaoCredito,20.15,68.45,Nao
2001,7873-CVMAW,Masculino,0,Nao,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,88.55,6362.35,Nao
2002,1017-FBQMM,Feminino,0,Sim,Sim,62,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Anual,Sim,CartaoCredito,106.05,6703.5,Nao
2003,6918-UMQCG,Feminino,0,Nao,Nao,5,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,BoletoEletronico,80.2,384.25,Nao
2004,4391-LNRXK,Masculino,0,Nao,Nao,22,Sim,Nao,Fibra,Nao,Sim,Sim,Sim,Nao,Sim,Mensal,Sim,DebitoAutomatico,94.95,2142.8,Nao
2005,4896-CPRPF,Masculino,0,Sim,Sim,35,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,25.45,809.25,Nao
2006,2187-PKZAY,Masculino,0,Nao,Nao,12,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,DebitoAutomatico,79.95,1043.4,Nao
2007,4203-QGNZA,Feminino,0,Nao,Sim,28,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.25,535.35,Nao
2008,6579-JPICP,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.4,20.4,Nao
2009,7694-VLBWQ,Masculino,0,Sim,Nao,67,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Nao,BoletoEletronico,104.1,7040.85,Sim
2010,3133-PZNSR,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Nao,Sim,2 anos,Sim,CartaoCredito,97.75,6991.6,Nao
2011,9356-AXGMP,Masculino,0,Sim,Nao,38,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,110.7,4428.6,Nao
2012,9097-ZUBYC,Masculino,0,Sim,Nao,14,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,DebitoAutomatico,48.8,664.4,Nao
2013,0840-DCNZE,Masculino,0,Nao,Nao,47,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,86.95,4138.9,Nao
2014,8780-IHCRN,Masculino,0,Sim,Sim,63,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,24.65,1574.5,Nao
2015,3285-UCQVC,Feminino,0,Nao,Nao,37,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,CartaoCredito,28.6,973.55,Sim
2016,1833-VGRUM,Feminino,1,Nao,Nao,1,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.2,74.2,Sim
2017,7446-SFAOA,Feminino,0,Sim,Nao,37,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,DebitoAutomatico,19.85,717.5,Nao
2018,0836-SEYLU,Masculino,0,Sim,Nao,9,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Sim,Nao,Mensal,Nao,BoletoImpresso,40.65,328.95,Sim
2019,1752-OZXFY,Masculino,0,Sim,Nao,60,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Sim,Nao,Anual,Sim,BoletoImpresso,59.8,3561.15,Nao
2020,5240-CAOYT,Feminino,0,Nao,Nao,57,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Nao,Nao,Mensal,Sim,DebitoAutomatico,87.55,4884.85,Nao
2021,2887-JPYLU,Feminino,0,Nao,Sim,41,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,45.2,1841.9,Nao
2022,3021-VLNRJ,Feminino,0,Nao,Sim,50,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Nao,Anual,Sim,CartaoCredito,70.8,3478.15,Nao
2023,6257-RJOHI,Masculino,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoImpresso,50.8,202.3,Nao
2024,4910-AQFFX,Masculino,0,Sim,Sim,9,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,79.35,661.25,Sim
2025,0396-YCHWO,Masculino,0,Sim,Nao,36,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,95.4,3474.2,Nao
2026,5482-PLVPE,Feminino,1,Nao,Nao,2,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,24.35,41.85,Sim
2027,1830-GGFNM,Masculino,0,Sim,Sim,65,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Nao,Nao,2 anos,Nao,CartaoCredito,94.55,6078.75,Nao
2028,7951-VRDVK,Feminino,0,Nao,Nao,36,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Nao,DebitoAutomatico,85.85,3003.55,Nao
2029,3977-QCRSL,Feminino,0,Nao,Nao,5,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.15,117.95,Nao
2030,2615-YVMYX,Masculino,1,Sim,Nao,71,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,107.5,7713.55,Nao
2031,0323-XWWTN,Masculino,0,Nao,Sim,3,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,26.4,121.25,Nao
2032,6974-DAFLI,Feminino,0,Sim,Nao,55,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoEletronico,19.7,1140.05,Nao
2033,0224-HJAPT,Masculino,0,Nao,Nao,5,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,47.15,223.15,Sim
2034,2386-LAHRK,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoImpresso,53.5,53.5,Sim
2035,9541-ZPSEA,Masculino,0,Sim,Sim,68,Sim,Nao,Fibra,Sim,Nao,Sim,Nao,Nao,Nao,2 anos,Nao,CartaoCredito,80.35,5375.15,Nao
2036,1193-RTSLK,Feminino,0,Nao,Nao,38,Sim,Nao,Fibra,Sim,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,83.9,3233.6,Sim
2037,3351-NGXYI,Feminino,1,Nao,Nao,16,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,54.1,889.0,Nao
2038,9359-UGBTK,Feminino,0,Nao,Nao,67,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Sim,Anual,Sim,DebitoAutomatico,72.35,4991.5,Nao
2039,9788-HNGUT,Masculino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,116.95,8594.4,Nao
2040,7855-DIWPO,Feminino,0,Nao,Nao,21,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,68.65,1493.2,Nao
2041,5222-JCXZT,Masculino,0,Nao,Nao,4,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.0,78.9,Nao
2042,0975-VOOVL,Feminino,0,Nao,Nao,3,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,29.2,98.5,Nao
2043,4419-UJMUS,Masculino,0,Sim,Sim,69,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,99.35,6856.45,Nao
2044,4424-TKOPW,Masculino,1,Nao,Nao,2,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,93.85,196.75,Sim
2045,6797-LNAQX,Masculino,0,Sim,Sim,70,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,2 anos,Nao,DebitoAutomatico,98.3,6859.5,Sim
2046,6770-XUAGN,Feminino,0,Sim,Sim,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,21.0,21.0,Sim
